01031,Rural
01032,Suburban
01033,Suburban
01034,Suburban
01035,Suburban
01036,Suburban
01037,Rural
01038,Urban
01039,Suburban
01040,Urban
01041,Urban
01050,Suburban
01053,Urban
01054,Rural
01056,Urban
01057,Suburban
01059,Urban
01060,Urban
01061,Urban
01062,Urban
01063,Urban
01066,Urban
01068,Suburban
01069,Urban
01070,Rural
01071,Suburban
01072,Rural
01073,Suburban
01074,Suburban
01075,Urban
01077,Urban
01079,Suburban
01080,Urban
01081,Rural
01082,Suburban
01083,Rural
01084,Suburban
01085,Urban
01086,Urban
01088,Urban
01089,Urban
01090,Urban
01092,Rural
01093,Suburban
01094,Rural
01095,Urban
01096,Suburban
01097,Suburban
01098,Rural
01101,Urban
01102,Urban
01103,Urban
01104,Urban
01105,Urban
01106,Urban
01107,Urban
01108,Urban
01109,Urban
01111,Urban
01115,Urban
01116,Urban
01118,Urban
01119,Urban
01128,Urban
01129,Urban
01138,Urban
01139,Urban
01144,Urban
01151,Urban
01152,Urban
01199,Urban
01201,Urban
01202,Urban
01203,Urban
01220,Suburban
01222,Rural
01223,Rural
01224,Suburban
01225,Suburban
01226,Urban
01227,Urban
01229,Rural
01230,Rural
01235,Suburban
01236,Rural
01237,Suburban
01238,Rural
01240,Rural
01242,Rural
01243,Rural
01244,Rural
01245,Rural
01247,Suburban
01252,Rural
01253,Rural
01254,Suburban
01255,Rural
01256,Rural
01257,Rural
01258,Rural
01259,Rural
01260,Rural
01262,Rural
01263,Rural
01264,Rural
01266,Rural
01267,Suburban
01270,Suburban
01301,Suburban
01302,Suburban
01330,Rural
01331,Suburban
01337,Rural
01338,Rural
01339,Rural
01340,Rural
01341,Rural
01342,Rural
01343,Rural
01344,Rural
01346,Rural
01347,Rural
01349,Rural
01350,Rural
01351,Rural
01354,Rural
01355,Rural
01360,Rural
01364,Suburban
01366,Rural
01367,Rural
01368,Rural
01370,Rural
01373,Rural
01375,Suburban
01376,Suburban
01378,Rural
01379,Rural
01380,Rural
01420,Urban
01430,Rural
01431,Rural
01432,Urban
01434,Urban
01436,Suburban
01438,Rural
01440,Urban
01441,Rural
01450,Urban
01451,Rural
01452,Rural
01453,Urban
01460,Urban
01462,Urban
01463,Suburban
01464,Urban
01467,Rural
01468,Rural
01469,Suburban
01472,Suburban
01473,Rural
01474,Suburban
01475,Rural
01501,Urban
01503,Suburban
01504,Urban
01505,Urban
01506,Suburban
01507,Suburban
01508,Suburban
01509,Suburban
01510,Urban
01515,Suburban
01516,Urban
01518,Suburban
01519,Urban
01520,Urban
01521,Rural
01522,Urban
01523,Urban
01524,Urban
01525,Urban
01526,Urban
01527,Urban
01529,Urban
01531,Rural
01532,Urban
01534,Urban
01535,Suburban
01536,Urban
01537,Urban
01538,Urban
01540,Urban
01541,Suburban
01542,Urban
01543,Suburban
01545,Urban
01546,Urban
01550,Suburban
01560,Urban
01561,Urban
01562,Suburban
01564,Suburban
01566,Suburban
01568,Suburban
01569,Urban
01570,Urban
01571,Urban
01581,Urban
01583,Urban
01585,Rural
01586,Urban
01588,Urban
01590,Urban
01601,Urban
01602,Urban
01603,Urban
01604,Urban
01605,Urban
01606,Urban
01607,Urban
01608,Urban
01609,Urban
01610,Urban
01611,Urban
01612,Suburban
01613,Urban
01614,Urban
01615,Urban
01653,Urban
01655,Urban
01701,Urban
01702,Urban
01703,Urban
01704,Urban
01705,Urban
01718,Urban
01719,Urban
01720,Urban
01721,Urban
01730,Urban
01731,Urban
01740,Suburban
01741,Suburban
01742,Urban
01745,Urban
01746,Urban
01747,Urban
01748,Urban
01749,Urban
01752,Urban
01754,Urban
01756,Suburban
01757,Urban
01760,Urban
01770,Suburban
01772,Urban
01773,Urban
01775,Urban
01776,Urban
01778,Urban
01784,Urban
01801,Urban
01803,Urban
01805,Urban
01810,Urban
01812,Urban
01813,Urban
01815,Urban
01821,Urban
01822,Urban
01824,Urban
01826,Urban
01827,Suburban
01830,Urban
01831,Urban
01832,Urban
01833,Urban
01834,Urban
01835,Urban
01840,Urban
01841,Urban
01842,Urban
01843,Urban
01844,Urban
01845,Urban
01850,Urban
01851,Urban
01852,Urban
01853,Urban
01854,Urban
01860,Urban
01862,Urban
01863,Urban
01864,Urban
01865,Urban
01866,Urban
01867,Urban
01876,Urban
01879,Urban
01880,Urban
01885,Suburban
01886,Urban
01887,Urban
01888,Urban
01889,Urban
01890,Urban
01899,Urban
01901,Urban
01902,Urban
01903,Urban
01904,Urban
01905,Urban
01906,Urban
01907,Urban
01908,Urban
01910,Urban
01913,Urban
01915,Urban
01921,Suburban
01922,Suburban
01923,Urban
01929,Suburban
01930,Urban
01931,Urban
01936,Urban
01937,Urban
01938,Suburban
01940,Urban
01944,Urban
01945,Urban
01949,Urban
01950,Urban
01951,Suburban
01952,Urban
01960,Urban
01961,Urban
01965,Urban
01966,Urban
01969,Suburban
01970,Urban
01971,Urban
01982,Urban
01983,Urban
01984,Urban
01985,Suburban
02018,Urban
02019,Urban
02020,Urban
02021,Urban
02025,Urban
02026,Urban
02027,Urban
02030,Urban
02032,Urban
02035,Urban
02038,Urban
02040,Urban
02041,Urban
02043,Urban
02044,Urban
02045,Urban
02047,Urban
02048,Urban
02050,Urban
02051,Urban
02052,Urban
02053,Urban
02054,Urban
02055,Urban
02056,Urban
02059,Urban
02060,Urban
02061,Urban
02062,Urban
02065,Urban
02066,Urban
02067,Urban
02070,Suburban
02071,Urban
02072,Urban
02081,Urban
02090,Urban
02093,Urban
02108,Urban
02109,Urban
02110,Urban
02111,Urban
02112,Urban
02113,Urban
02114,Urban
02115,Urban
02116,Urban
02117,Urban
02118,Urban
02119,Urban
02120,Urban
02121,Urban
02122,Urban
02123,Urban
02124,Urban
02125,Urban
02126,Urban
02127,Urban
02128,Urban
02129,Urban
02130,Urban
02131,Urban
02132,Urban
02133,Urban
02134,Urban
02135,Urban
02136,Urban
02137,Urban
02138,Urban
02139,Urban
02140,Urban
02141,Urban
02142,Urban
02143,Urban
02144,Urban
02145,Urban
02148,Urban
02149,Urban
02150,Urban
02151,Urban
02152,Urban
02153,Urban
02155,Urban
02156,Urban
02163,Urban
02169,Urban
02170,Urban
02171,Urban
02176,Urban
02180,Urban
02184,Urban
02185,Urban
02186,Urban
02187,Urban
02188,Urban
02189,Urban
02190,Urban
02191,Urban
02196,Urban
02199,Urban
02201,Urban
02203,Urban
02204,Urban
02205,Urban
02206,Urban
02210,Urban
02211,Urban
02212,Urban
02215,Urban
02217,Urban
02222,Urban
02238,Urban
02241,Urban
02269,Urban
02283,Urban
02284,Urban
02293,Urban
02297,Urban
02298,Urban
02301,Urban
02302,Urban
02303,Urban
02304,Urban
02305,Urban
02322,Urban
02324,Urban
02325,Urban
02327,Urban
02330,Urban
02331,Urban
02332,Urban
02333,Urban
02334,Urban
02337,Urban
02338,Urban
02339,Urban
02341,Urban
02343,Urban
02344,Suburban
02345,Urban
02346,Suburban
02347,Urban
02348,Urban
02349,Urban
02350,Urban
02351,Urban
02355,Urban
02356,Urban
02357,Urban
02358,Urban
02359,Urban
02360,Urban
02361,Urban
02362,Urban
02364,Urban
02366,Suburban
02367,Suburban
02368,Urban
02370,Urban
02375,Urban
02379,Urban
02381,Urban
02382,Urban
02420,Urban
02421,Urban
02445,Urban
02446,Urban
02447,Urban
02451,Urban
02452,Urban
02453,Urban
02454,Urban
02455,Urban
02456,Urban
02457,Urban
02458,Urban
02459,Urban
02460,Urban
02461,Urban
02462,Urban
02464,Urban
02465,Urban
02466,Urban
02467,Urban
02468,Urban
02471,Urban
02472,Urban
02474,Urban
02475,Urban
02476,Urban
02477,Urban
02478,Urban
02479,Urban
02481,Urban
02482,Urban
02492,Urban
02493,Urban
02494,Urban
02495,Urban
02532,Urban
02534,Urban
02535,Rural
02536,Urban
02537,Urban
02538,Urban
02539,Suburban
02540,Urban
02541,Urban
02542,Rural
02543,Urban
02552,Rural
02553,Urban
02554,Suburban
02556,Urban
02557,Suburban
02558,Urban
02559,Urban
02561,Urban
02562,Urban
02563,Urban
02564,Rural
02568,Suburban
02571,Urban
02574,Urban
02575,Rural
02576,Urban
02584,Suburban
02601,Urban
02630,Urban
02631,Urban
02632,Urban
02633,Urban
02634,Urban
02635,Urban
02637,Urban
02638,Urban
02639,Urban
02641,Urban
02642,Urban
02643,Urban
02644,Urban
02645,Urban
02646,Urban
02647,Urban
02648,Urban
02649,Urban
02650,Urban
02651,Urban
02652,Rural
02653,Urban
02655,Urban
02657,Rural
02659,Urban
02660,Urban
02661,Urban
02662,Urban
02663,Urban
02664,Urban
02666,Rural
02667,Urban
02668,Urban
02669,Urban
02670,Urban
02671,Urban
02672,Urban
02673,Urban
02675,Urban
02702,Suburban
02703,Urban
02712,Urban
02713,Rural
02714,Urban
02715,Suburban
02717,Rural
02718,Urban
02719,Urban
02720,Urban
02721,Urban
02722,Urban
02723,Urban
02724,Urban
02725,Urban
02726,Urban
02738,Urban
02739,Urban
02740,Urban
02741,Urban
02742,Urban
02743,Suburban
02744,Urban
02745,Urban
02746,Urban
02747,Urban
02748,Urban
02760,Urban
02761,Urban
02762,Urban
02763,Urban
02764,Suburban
02766,Urban
02767,Urban
02768,Urban
02769,Suburban
02770,Rural
02771,Urban
02777,Urban
02779,Suburban
02780,Urban
02790,Suburban
02791,Suburban
02801,Suburban
02802,Urban
02804,Suburban
02806,Urban
02807,Rural
02808,Suburban
02809,Urban
02812,Suburban
02813,Suburban
02814,Suburban
02815,Suburban
02816,Urban
02817,Suburban
02818,Urban
02822,Suburban
02823,Urban
02824,Urban
02825,Suburban
02826,Urban
02827,Suburban
02828,Urban
02829,Suburban
02830,Urban
02831,Urban
02832,Suburban
02833,Suburban
02835,Urban
02836,Suburban
02837,Suburban
02838,Urban
02839,Urban
02840,Urban
02841,Urban
02842,Urban
02852,Urban
02857,Suburban
02858,Urban
02859,Urban
02860,Urban
02861,Urban
02862,Urban
02863,Urban
02864,Urban
02865,Urban
02871,Urban
02872,Urban
02873,Suburban
02874,Urban
02875,Suburban
02876,Urban
02877,Suburban
02878,Urban
02879,Urban
02880,Urban
02881,Urban
02882,Urban
02883,Urban
02885,Urban
02886,Urban
02887,Urban
02888,Urban
02889,Urban
02891,Suburban
02892,Suburban
02893,Urban
02894,Suburban
02895,Urban
02896,Urban
02898,Suburban
02901,Urban
02902,Urban
02903,Urban
02904,Urban
02905,Urban
02906,Urban
02907,Urban
02908,Urban
02909,Urban
02910,Urban
02911,Urban
02912,Urban
02914,Urban
02915,Urban
02916,Urban
02917,Urban
02918,Urban
02919,Urban
02920,Urban
02921,Urban
02940,Urban
03031,Rural
03032,Suburban
03033,Suburban
03034,Rural
03036,Suburban
03037,Rural
03038,Urban
03040,Rural
03041,Urban
03042,Rural
03043,Rural
03044,Suburban
03045,Suburban
03046,Suburban
03047,Rural
03048,Rural
03049,Suburban
03051,Urban
03052,Urban
03053,Urban
03054,Urban
03055,Urban
03057,Rural
03060,Urban
03061,Urban
03062,Urban
03063,Urban
03064,Urban
03070,Rural
03071,Rural
03073,Urban
03076,Urban
03077,Rural
03079,Urban
03082,Rural
03084,Rural
03086,Suburban
03087,Urban
03101,Urban
03102,Urban
03103,Urban
03104,Urban
03105,Urban
03106,Urban
03108,Urban
03109,Urban
03110,Urban
03111,Urban
03215,Rural
03216,Rural
03217,Rural
03218,Rural
03220,Rural
03221,Rural
03222,Rural
03223,Rural
03224,Rural
03225,Rural
03226,Rural
03227,Rural
03229,Rural
03230,Rural
03231,Rural
03233,Rural
03234,Rural
03235,Rural
03237,Rural
03238,Rural
03240,Rural
03241,Rural
03242,Rural
03243,Rural
03244,Rural
03245,Rural
03246,Suburban
03247,Suburban
03249,Suburban
03251,Rural
03252,Suburban
03253,Rural
03254,Rural
03255,Rural
03256,Rural
03257,Rural
03258,Rural
03259,Rural
03260,Rural
03261,Rural
03262,Rural
03263,Rural
03264,Rural
03266,Rural
03268,Rural
03269,Rural
03272,Rural
03273,Rural
03275,Urban
03276,Rural
03278,Rural
03279,Rural
03280,Rural
03281,Rural
03282,Rural
03284,Rural
03285,Rural
03287,Rural
03289,Rural
03290,Rural
03291,Rural
03293,Rural
03298,Rural
03299,Rural
03301,Suburban
03302,Suburban
03303,Suburban
03304,Rural
03305,Suburban
03307,Rural
03431,Suburban
03435,Suburban
03440,Rural
03441,Rural
03442,Rural
03443,Rural
03444,Rural
03445,Rural
03446,Rural
03447,Rural
03448,Rural
03449,Rural
03450,Rural
03451,Rural
03452,Rural
03455,Rural
03456,Rural
03457,Rural
03458,Rural
03461,Rural
03462,Rural
03464,Rural
03465,Rural
03466,Rural
03467,Rural
03468,Rural
03469,Rural
03470,Rural
03561,Rural
03570,Rural
03574,Rural
03575,Rural
03576,Rural
03579,Rural
03580,Rural
03581,Rural
03582,Rural
03583,Rural
03584,Rural
03585,Rural
03586,Rural
03588,Rural
03589,Rural
03590,Rural
03592,Rural
03593,Rural
03595,Rural
03597,Rural
03598,Rural
03601,Rural
03602,Rural
03603,Rural
03604,Rural
03605,Rural
03607,Rural
03608,Rural
03609,Rural
03740,Rural
03741,Rural
03743,Rural
03745,Rural
03746,Rural
03748,Rural
03749,Rural
03750,Rural
03751,Rural
03752,Rural
03753,Rural
03754,Rural
03755,Suburban
03756,Suburban
03765,Rural
03766,Suburban
03768,Rural
03769,Rural
03770,Rural
03771,Rural
03773,Rural
03774,Rural
03777,Rural
03779,Rural
03780,Rural
03781,Rural
03782,Rural
03784,Suburban
03785,Rural
03801,Urban
03802,Urban
03803,Urban
03804,Urban
03809,Rural
03810,Rural
03811,Urban
03812,Rural
03813,Rural
03814,Rural
03815,Rural
03816,Rural
03817,Rural
03818,Rural
03819,Suburban
03820,Urban
03821,Urban
03822,Rural
03823,Rural
03824,Suburban
03825,Rural
03826,Urban
03827,Suburban
03830,Rural
03832,Rural
03833,Suburban
03835,Rural
03836,Rural
03837,Rural
03838,Rural
03839,Urban
03840,Urban
03841,Urban
03842,Urban
03843,Urban
03844,Rural
03845,Rural
03846,Rural
03847,Rural
03848,Urban
03849,Rural
03850,Rural
03851,Suburban
03852,Suburban
03853,Rural
03854,Urban
03855,Rural
03856,Rural
03857,Urban
03858,Urban
03859,Urban
03860,Rural
03861,Rural
03862,Urban
03864,Rural
03865,Urban
03866,Urban
03867,Urban
03868,Urban
03869,Suburban
03870,Urban
03871,Urban
03872,Rural
03873,Suburban
03874,Urban
03875,Rural
03878,Urban
03882,Rural
03883,Rural
03884,Rural
03885,Suburban
03886,Rural
03887,Rural
03890,Rural
03894,Rural
03896,Rural
03897,Rural
03901,Urban
03902,Suburban
03903,Urban
03904,Urban
03905,Urban
03906,Suburban
03907,Urban
03908,Suburban
03909,Urban
03910,Urban
03911,Urban
04001,Rural
04002,Suburban
04003,Rural
04004,Suburban
04005,Urban
04006,Urban
04007,Urban
04008,Rural
04009,Rural
04010,Rural
04011,Suburban
04013,Rural
04014,Rural
04015,Suburban
04016,Rural
04017,Suburban
04019,Rural
04020,Rural
04021,Suburban
04022,Rural
04024,Suburban
04027,Rural
04028,Rural
04029,Suburban
04030,Rural
04032,Rural
04033,Rural
04034,Suburban
04037,Rural
04038,Suburban
04039,Suburban
04040,Rural
04041,Rural
04042,Suburban
04043,Urban
04046,Suburban
04047,Rural
04048,Suburban
04049,Suburban
04050,Rural
04051,Rural
04054,Urban
04055,Rural
04056,Rural
04057,Rural
04061,Suburban
04062,Suburban
04063,Urban
04064,Urban
04066,Rural
04068,Rural
04069,Suburban
04070,Urban
04071,Rural
04072,Urban
04073,Suburban
04074,Urban
04076,Rural
04077,Suburban
04078,Rural
04079,Rural
04082,Suburban
04083,Suburban
04084,Suburban
04085,Suburban
04086,Rural
04087,Rural
04088,Rural
04090,Suburban
04091,Suburban
04092,Urban
04093,Suburban
04094,Rural
04095,Rural
04096,Urban
04097,Suburban
04098,Urban
04101,Urban
04102,Urban
04103,Urban
04104,Urban
04105,Urban
04106,Urban
04107,Urban
04108,Rural
04109,Rural
04110,Suburban
04112,Urban
04116,Urban
04122,Urban
04123,Urban
04124,Urban
04210,Urban
04211,Urban
04212,Urban
04216,Rural
04217,Rural
04219,Rural
04220,Suburban
04221,Rural
04222,Rural
04223,Suburban
04224,Rural
04225,Rural
04226,Rural
04227,Rural
04228,Rural
04230,Suburban
04231,Rural
04234,Rural
04236,Suburban
04237,Rural
04238,Suburban
04239,Rural
04240,Urban
04241,Urban
04243,Urban
04250,Urban
04252,Urban
04253,Suburban
04254,Rural
04255,Rural
04256,Suburban
04257,Rural
04258,Suburban
04259,Suburban
04260,Suburban
04261,Rural
04262,Rural
04263,Suburban
04265,Suburban
04266,Suburban
04267,Rural
04268,Rural
04270,Rural
04271,Rural
04274,Suburban
04275,Rural
04276,Rural
04280,Suburban
04281,Rural
04282,Suburban
04284,Rural
04285,Rural
04286,Rural
04287,Rural
04288,Suburban
04289,Rural
04290,Rural
04291,Suburban
04292,Rural
04294,Rural
04330,Suburban
04332,Suburban
04333,Suburban
04336,Suburban
04338,Suburban
04341,Rural
04342,Rural
04343,Rural
04344,Suburban
04345,Rural
04346,Rural
04347,Suburban
04348,Rural
04349,Rural
04350,Rural
04351,Rural
04352,Rural
04353,Rural
04354,Rural
04355,Rural
04357,Rural
04358,Rural
04359,Suburban
04360,Rural
04363,Rural
04364,Rural
04401,Urban
04402,Urban
04406,Rural
04408,Rural
04410,Suburban
04411,Urban
04412,Urban
04413,Rural
04414,Rural
04415,Rural
04416,Suburban
04417,Rural
04418,Suburban
04419,Suburban
04420,Rural
04421,Rural
04422,Suburban
04424,Rural
04426,Rural
04427,Suburban
04428,Suburban
04429,Suburban
04430,Rural
04431,Rural
04434,Suburban
04435,Suburban
04438,Rural
04441,Rural
04442,Rural
04443,Rural
04444,Suburban
04448,Suburban
04449,Suburban
04450,Suburban
04451,Rural
04453,Suburban
04454,Rural
04455,Rural
04456,Suburban
04457,Rural
04459,Rural
04460,Rural
04461,Urban
04462,Rural
04463,Suburban
04464,Rural
04468,Urban
04469,Urban
04471,Rural
04472,Rural
04473,Urban
04474,Suburban
04475,Suburban
04476,Rural
04478,Rural
04479,Rural
04481,Suburban
04485,Rural
04487,Rural
04488,Suburban
04489,Suburban
04490,Rural
04491,Rural
04492,Rural
04493,Suburban
04495,Rural
04496,Suburban
04497,Rural
04530,Suburban
04535,Rural
04537,Rural
04538,Rural
04539,Rural
04541,Rural
04543,Rural
04544,Rural
04547,Rural
04548,Rural
04549,Rural
04551,Rural
04553,Rural
04554,Rural
04555,Rural
04556,Rural
04558,Rural
04562,Rural
04563,Rural
04564,Rural
04565,Rural
04568,Rural
04570,Rural
04571,Rural
04572,Rural
04573,Rural
04574,Rural
04575,Rural
04576,Rural
04578,Rural
04579,Rural
04605,Rural
04606,Rural
04607,Rural
04609,Rural
04611,Rural
04612,Rural
04613,Rural
04614,Rural
04616,Rural
04617,Rural
04619,Rural
04622,Rural
04623,Rural
04624,Rural
04625,Rural
04626,Rural
04627,Rural
04628,Rural
04629,Rural
04630,Rural
04631,Rural
04634,Rural
04635,Rural
04637,Rural
04640,Rural
04642,Rural
04643,Rural
04644,Rural
04645,Rural
04646,Rural
04648,Rural
04649,Rural
04650,Rural
04652,Rural
04653,Rural
04654,Rural
04655,Rural
04657,Rural
04658,Rural
04660,Rural
04662,Rural
04664,Rural
04666,Rural
04667,Rural
04668,Rural
04669,Rural
04671,Rural
04672,Rural
04673,Rural
04674,Rural
04675,Rural
04676,Rural
04677,Rural
04679,Rural
04680,Rural
04681,Rural
04683,Rural
04684,Rural
04685,Rural
04686,Rural
04691,Rural
04693,Rural
04694,Rural
04730,Rural
04732,Rural
04733,Rural
04734,Rural
04735,Rural
04736,Rural
04737,Rural
04738,Rural
04739,Rural
04740,Rural
04741,Rural
04742,Rural
04743,Rural
04744,Rural
04745,Rural
04746,Rural
04747,Rural
04750,Rural
04751,Rural
04756,Rural
04757,Rural
04758,Rural
04760,Rural
04761,Rural
04762,Rural
04763,Rural
04764,Rural
04765,Rural
04766,Rural
04768,Rural
04769,Rural
04772,Rural
04773,Rural
04774,Rural
04775,Rural
04776,Rural
04777,Rural
04779,Rural
04780,Rural
04781,Rural
04783,Rural
04785,Rural
04786,Rural
04787,Rural
04841,Rural
04843,Rural
04847,Rural
04848,Rural
04849,Rural
04850,Rural
04851,Rural
04852,Rural
04853,Rural
04854,Rural
04855,Rural
04856,Rural
04858,Rural
04859,Rural
04860,Rural
04861,Rural
04862,Rural
04863,Rural
04864,Rural
04865,Rural
04901,Suburban
04903,Suburban
04910,Rural
04911,Rural
04912,Rural
04915,Rural
04917,Rural
04918,Rural
04920,Rural
04921,Rural
04922,Rural
04923,Rural
04924,Rural
04925,Rural
04926,Rural
04927,Rural
04928,Rural
04929,Rural
04930,Rural
04932,Suburban
04933,Suburban
04935,Rural
04936,Rural
04937,Rural
04938,Rural
04939,Suburban
04940,Rural
04941,Rural
04942,Rural
04943,Rural
04944,Rural
04945,Rural
04947,Rural
04949,Rural
04950,Rural
04951,Rural
04952,Rural
04953,Suburban
04954,Rural
04955,Rural
04956,Rural
04957,Rural
04958,Rural
04961,Rural
04962,Rural
04963,Rural
04964,Rural
04965,Rural
04966,Rural
04967,Rural
04969,Suburban
04970,Rural
04971,Rural
04972,Rural
04973,Rural
04974,Rural
04975,Suburban
04976,Rural
04978,Rural
04979,Rural
04981,Rural
04982,Rural
04983,Rural
04984,Rural
04985,Rural
04986,Rural
04987,Rural
04988,Rural
04989,Rural
04992,Rural
05001,Suburban
05009,Suburban
05030,Rural
05031,Rural
05032,Rural
05033,Rural
05034,Rural
05035,Rural
05036,Rural
05037,Rural
05038,Rural
05039,Rural
05040,Rural
05041,Rural
05042,Rural
05043,Rural
05045,Rural
05046,Rural
05047,Suburban
05048,Rural
05049,Rural
05050,Rural
05051,Rural
05052,Rural
05053,Rural
05054,Rural
05055,Rural
05056,Rural
05058,Rural
05059,Rural
05060,Rural
05061,Rural
05062,Rural
05065,Rural
05067,Rural
05068,Rural
05069,Rural
05070,Rural
05071,Rural
05072,Rural
05073,Rural
05074,Rural
05075,Rural
05076,Rural
05077,Rural
05079,Rural
05081,Rural
05083,Rural
05084,Rural
05085,Rural
05086,Rural
05088,Suburban
05089,Rural
05091,Rural
05101,Rural
05141,Rural
05142,Rural
05143,Rural
05146,Rural
05148,Rural
05149,Rural
05150,Rural
05151,Rural
05152,Rural
05153,Rural
05154,Rural
05155,Rural
05156,Rural
05158,Rural
05159,Rural
05161,Rural
05201,Suburban
05250,Rural
05251,Rural
05252,Rural
05253,Rural
05254,Rural
05255,Rural
05257,Suburban
05260,Rural
05261,Rural
05262,Rural
05301,Suburban
05302,Suburban
05303,Suburban
05304,Suburban
05340,Rural
05341,Rural
05342,Rural
05343,Rural
05344,Rural
05345,Rural
05346,Rural
05350,Rural
05351,Rural
05352,Rural
05353,Rural
05354,Rural
05355,Rural
05356,Rural
05357,Rural
05358,Rural
05359,Rural
05360,Rural
05361,Rural
05362,Rural
05363,Rural
05401,Urban
05402,Urban
05403,Urban
05404,Urban
05405,Urban
05406,Urban
05407,Urban
05408,Urban
05439,Urban
05440,Suburban
05441,Rural
